Premium Alcohol Master List (534 products);;;;;;;;;;;;;;;
Prepared March 8, 2026. Retailer columns are a mixed dataset: exact sampled listings were used where I could verify them, and the remaining rows are typical/estimated South African shelf prices based on brand tier, bottle size, and retailer positioning.;;;;;;;;;;;;;;;
Image Search URL opens a product image search rather than a direct hosted image file, because direct hotlinked retailer image URLs are unstable across stores.;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Product Name;Category;Bottle Size;Country of Origin;Alcohol %;Cheapest Price (ZAR);Cheapest Retailer;Checkers Price (est.);Pick n Pay Price (est.);TOPS Price (est.);Woolworths Price (est.);Norman Goodfellows Price (est.);Image Search URL;Product Search URL;Notes;Suggested Image Search Term
Wild Turkey Rare Breed;Whisky - Bourbon & American;750ml;USA;;R441,00;TOPS;R450,00;R459,00;R441,00;R472,50;R445,50;https://www.google.com/search?tbm=isch&q=Wild+Turkey+Rare+Breed+bottle+pack+product+image;https://www.google.com/search?q=Wild+Turkey+Rare+Breed+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Wild Turkey Rare Breed bottle pack product image
Four Roses Small Batch;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Four+Roses+Small+Batch+bottle+pack+product+image;https://www.google.com/search?q=Four+Roses+Small+Batch+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Four Roses Small Batch bottle pack product image
Four Roses Single Barrel;Whisky - Bourbon & American;750ml;USA;;R1 164,00;TOPS;R1 224,00;R1 212,00;R1 164,00;R1 260,00;R1 200,00;https://www.google.com/search?tbm=isch&q=Four+Roses+Single+Barrel+bottle+pack+product+image;https://www.google.com/search?q=Four+Roses+Single+Barrel+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Four Roses Single Barrel bottle pack product image
Jim Beam White Label;Whisky - Bourbon & American;750ml;USA;;R313,60;TOPS;R320,00;R326,40;R313,60;R336,00;R316,80;https://www.google.com/search?tbm=isch&q=Jim+Beam+White+Label+bottle+pack+product+image;https://www.google.com/search?q=Jim+Beam+White+Label+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Jim Beam White Label bottle pack product image
Jim Beam Black;Whisky - Bourbon & American;750ml;USA;;R441,00;TOPS;R450,00;R459,00;R441,00;R472,50;R445,50;https://www.google.com/search?tbm=isch&q=Jim+Beam+Black+bottle+pack+product+image;https://www.google.com/search?q=Jim+Beam+Black+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Jim Beam Black bottle pack product image
Booker's Bourbon;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Booker%27s+Bourbon+bottle+pack+product+image;https://www.google.com/search?q=Booker%27s+Bourbon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Booker's Bourbon bottle pack product image
Basil Hayden's;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Basil+Hayden%27s+bottle+pack+product+image;https://www.google.com/search?q=Basil+Hayden%27s+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Basil Hayden's bottle pack product image
Angel's Envy Bourbon;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Angel%27s+Envy+Bourbon+bottle+pack+product+image;https://www.google.com/search?q=Angel%27s+Envy+Bourbon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Angel's Envy Bourbon bottle pack product image
Angel's Envy Rye;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Angel%27s+Envy+Rye+bottle+pack+product+image;https://www.google.com/search?q=Angel%27s+Envy+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Angel's Envy Rye bottle pack product image
Old Forester 86;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Old+Forester+86+bottle+pack+product+image;https://www.google.com/search?q=Old+Forester+86+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Old Forester 86 bottle pack product image
Old Forester 1910;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Old+Forester+1910+bottle+pack+product+image;https://www.google.com/search?q=Old+Forester+1910+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Old Forester 1910 bottle pack product image
Old Forester 1920;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Old+Forester+1920+bottle+pack+product+image;https://www.google.com/search?q=Old+Forester+1920+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Old Forester 1920 bottle pack product image
Sazerac Rye;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Sazerac+Rye+bottle+pack+product+image;https://www.google.com/search?q=Sazerac+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Sazerac Rye bottle pack product image
WhistlePig 10 Year Rye;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=WhistlePig+10+Year+Rye+bottle+pack+product+image;https://www.google.com/search?q=WhistlePig+10+Year+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";WhistlePig 10 Year Rye bottle pack product image
Michter's US*1 Bourbon;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Michter%27s+US%2A1+Bourbon+bottle+pack+product+image;https://www.google.com/search?q=Michter%27s+US%2A1+Bourbon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Michter's US*1 Bourbon bottle pack product image
Michter's US*1 Rye;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Michter%27s+US%2A1+Rye+bottle+pack+product+image;https://www.google.com/search?q=Michter%27s+US%2A1+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Michter's US*1 Rye bottle pack product image
Rittenhouse Rye;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Rittenhouse+Rye+bottle+pack+product+image;https://www.google.com/search?q=Rittenhouse+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Rittenhouse Rye bottle pack product image
George Dickel No. 12;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=George+Dickel+No.+12+bottle+pack+product+image;https://www.google.com/search?q=George+Dickel+No.+12+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";George Dickel No. 12 bottle pack product image
Russell's Reserve 10 Year;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Russell%27s+Reserve+10+Year+bottle+pack+product+image;https://www.google.com/search?q=Russell%27s+Reserve+10+Year+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Russell's Reserve 10 Year bottle pack product image
High West Double Rye;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=High+West+Double+Rye+bottle+pack+product+image;https://www.google.com/search?q=High+West+Double+Rye+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";High West Double Rye bottle pack product image
High West Bourbon;Whisky - Bourbon & American;750ml;USA;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=High+West+Bourbon+bottle+pack+product+image;https://www.google.com/search?q=High+West+Bourbon+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";High West Bourbon bottle pack product image
Gentleman Jack;Whisky - Bourbon & American;750ml;USA;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Gentleman+Jack+bottle+pack+product+image;https://www.google.com/search?q=Gentleman+Jack+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Gentleman Jack bottle pack product image
Hibiki Japanese Harmony;Whisky - Japanese & World;750ml;;;R2 349,99;TOPS;R2 399,99;R2 399,99;R2 349,99;R2 399,99;R2 399,00;https://www.google.com/search?tbm=isch&q=Hibiki+Japanese+Harmony+bottle+pack+product+image;https://www.google.com/search?q=Hibiki+Japanese+Harmony+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hibiki Japanese Harmony bottle pack product image
Hibiki Blossom Harmony;Whisky - Japanese & World;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Hibiki+Blossom+Harmony+bottle+pack+product+image;https://www.google.com/search?q=Hibiki+Blossom+Harmony+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hibiki Blossom Harmony bottle pack product image
Yamazaki 12 Year Old;Whisky - Japanese & World;750ml;;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Yamazaki+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Yamazaki+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Yamazaki 12 Year Old bottle pack product image
Yamazaki Distiller's Reserve;Whisky - Japanese & World;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Yamazaki+Distiller%27s+Reserve+bottle+pack+product+image;https://www.google.com/search?q=Yamazaki+Distiller%27s+Reserve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Yamazaki Distiller's Reserve bottle pack product image
Hakushu 12 Year Old;Whisky - Japanese & World;750ml;;;R3 104,00;TOPS;R3 264,00;R3 232,00;R3 104,00;R3 296,00;R3 200,00;https://www.google.com/search?tbm=isch&q=Hakushu+12+Year+Old+bottle+pack+product+image;https://www.google.com/search?q=Hakushu+12+Year+Old+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hakushu 12 Year Old bottle pack product image
Hakushu Distiller's Reserve;Whisky - Japanese & World;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Hakushu+Distiller%27s+Reserve+bottle+pack+product+image;https://www.google.com/search?q=Hakushu+Distiller%27s+Reserve+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Hakushu Distiller's Reserve bottle pack product image
Nikka From The Barrel;Whisky - Japanese & World;750ml;;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Nikka+From+The+Barrel+bottle+pack+product+image;https://www.google.com/search?q=Nikka+From+The+Barrel+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka From The Barrel bottle pack product image
Nikka Coffey Grain;Whisky - Japanese & World;750ml;;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Nikka+Coffey+Grain+bottle+pack+product+image;https://www.google.com/search?q=Nikka+Coffey+Grain+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka Coffey Grain bottle pack product image
Nikka Coffey Malt;Whisky - Japanese & World;750ml;;;R735,00;TOPS;R750,00;R765,00;R735,00;R787,50;R742,50;https://www.google.com/search?tbm=isch&q=Nikka+Coffey+Malt+bottle+pack+product+image;https://www.google.com/search?q=Nikka+Coffey+Malt+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka Coffey Malt bottle pack product image
Nikka Days;Whisky - Japanese & World;750ml;;;R441,00;TOPS;R450,00;R459,00;R441,00;R472,50;R445,50;https://www.google.com/search?tbm=isch&q=Nikka+Days+bottle+pack+product+image;https://www.google.com/search?q=Nikka+Days+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka Days bottle pack product image
Nikka Yoichi Single Malt;Whisky - Japanese & World;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Nikka+Yoichi+Single+Malt+bottle+pack+product+image;https://www.google.com/search?q=Nikka+Yoichi+Single+Malt+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka Yoichi Single Malt bottle pack product image
Nikka Miyagikyo Single Malt;Whisky - Japanese & World;750ml;;;R637,00;TOPS;R650,00;R663,00;R637,00;R682,50;R643,50;https://www.google.com/search?tbm=isch&q=Nikka+Miyagikyo+Single+Malt+bottle+pack+product+image;https://www.google.com/search?q=Nikka+Miyagikyo+Single+Malt+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Nikka Miyagikyo Single Malt bottle pack product image
Suntory Toki;Whisky - Japanese & World;750ml;;;R441,00;TOPS;R450,00;R459,00;R441,00;R472,50;R445,50;https://www.google.com/search?tbm=isch&q=Suntory+Toki+bottle+pack+product+image;https://www.google.com/search?q=Suntory+Toki+South+Africa;"Representative SA market pricing; sampled March 2026 retailer pages used where available, otherwise estimated from category/brand positioning.";Suntory Toki bottle pack product image
